,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
683,2018.0,Male,24.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,In a relationship,No,Family,No,No,Poor,14.0,3.0,3.0,5.0,95.0,Programming,2.0,Data Science,2.76,2.64,136,False,25000.0
684,2019.0,Female,22.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,10.0,1.5,1.0,6.0,70.0,learning python,1.0,Machine Learning / Deep Learning,3.52,3.78,112,False,25000.0
685,2019.0,Male,23.0,2017.0,BCSE,Yes,No,Offline,No,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Excellent,11.0,3.5,2.0,1.0,90.0,Web development skill(Backend),3.0,Software,4.0,3.9,123,False,25000.0
686,2020.0,Male,23.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Excellent,8.0,3.5,1.0,3.0,90.0,Programming,2.0,Data Science,3.84,3.78,90,True,20000.0
687,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,11.0,1.0,1.0,6.0,86.0,"Programming, Web development",2.0,UI/UX,3.44,3.46,125,False,300000.0
689,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,2.0,4.0,1.0,2.0,100.0,Programming,2.0,Software,2.98,0.0,11,False,30000.0
690,2022.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,2.0,3.5,2.0,6.0,100.0,Programming,3.0,Data Science,3.43,3.39,12,False,25000.0
691,2022.0,Male,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Excellent,2.0,9.0,3.0,3.0,90.0,"Programming, vedio editing",2.0,Software,3.98,3.98,28,False,40000.0
692,2013.0,Female,26.0,2012.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,Yes,Married,Yes,Family,No,No,Average,9.0,3.0,2.0,2.0,90.0,Networking,3.0,Networking,3.08,3.15,89,False,50000.0
693,2019.0,Female,22.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Average,11.0,2.0,2.0,2.0,100.0,"Programming, Cyber security",5.0,Machine Learning / Deep Learning,3.1,3.16,122,False,20000.0
694,2021.0,Male,19.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Family,No,No,Poor,4.0,3.5,4.0,1.0,95.0,Problem solving,1.0,Software,2.37,2.46,31,False,50000.0
695,2022.0,Male,20.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Good,1.0,4.0,2.0,2.0,85.0,Programming,2.0,Artificial Intelligence,5.0,3.39,85.0,False,30000.0
696,2022.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,2.0,1.5,2.0,2.0,90.0,Programming,1.0,Software,3.58,3.58,12,False,40000.0
697,2019.0,Male,22.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Advance,No,Yes,Yes,Single,Yes,Bachelor,Yes,Yes,Good,8.0,4.0,2.0,3.0,100.0,"Programming, Networking",4.0,Networking,3.36,3.47,87,False,80000.0
700,2022.0,Male,19.0,2021.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,1.0,3.5,2.0,2.0,100.0,"Web development skill(Frontend),",2.0,Networking,0.0,0.0,0,False,20000.0
701,2021.0,Male,22.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,5.0,3.0,3.0,3.0,90.0,Programming,2.0,Software,2.9,2.19,36,False,60000.0
702,2022.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Good,2.0,4.0,2.0,3.0,90.0,Programming,1.0,Artificial Intelligence,3.32,3.25,12,False,30000.0
703,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,8.0,6.0,2.0,2.0,0.0,"Programming, Web development",1.0,Data Science,3.3,3.15,90,False,36000.0
704,2019.0,Male,23.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,10.0,4.0,2.0,3.0,95.0,"Programming, Web development",6.0,Data Science,3.92,3.78,123,False,30000.0
705,2014.0,Female,25.0,2013.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,Yes,Yes,Married,No,Family,Yes,Yes,Poor,24.0,1.0,1.0,12.0,80.0,"Software Development skill,",4.0,Software,2.8,2.5,115,False,20000.0
706,22022.0,Male,21.0,2020.0,BCSE,Yes,No,Online,Yes,No,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,2.0,4.5,2.0,3.0,98.0,Programming,2.0,Software,3.33,2.9,12,False,18000.0
707,2020.0,Male,22.0,2017.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Good,8.0,3.0,2.0,3.0,87.0,Web development skill(Frontend),3.0,Data Science,3.54,3.4,87,False,30000.0
708,2020.0,Male,23.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Excellent,8.0,5.0,6.0,2.0,98.0,Programming,2.0,Networking,3.66,3.81,87,False,38000.0
709,2019.0,Male,24.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Average,11.0,2.0,2.0,2.0,80.0,Software Development skill,3.0,Software,3.78,3.13,124,False,15000.0
710,2020.0,Male,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,Yes,No,Excellent,8.0,5.0,4.0,3.0,99.0,Programming,1.0,Software,3.82,3.81,89,False,15000.0
711,2019.0,Female,23.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Excellent,11.0,4.5,1.0,1.0,95.0,Networking,4.0,Networking,4.0,3.93,118,False,50000.0
712,2022.0,Male,19.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,Yes,Bachelor,Yes,No,Average,2.0,4.0,2.0,3.0,80.0,Programming,2.0,Data Science,3.54,3.54,11,False,20000.0
713,2022.0,Male,21.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Poor,2.0,4.0,2.0,2.0,95.0,Programming,2.0,Software,2.55,2.55,11,False,20000.0
715,2019.0,Female,22.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,11.0,3.0,1.0,5.0,90.0,"Software Development skill,",2.0,Software,3.65,3.59,1,False,30000.0
716,2020.0,Female,21.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,8.0,3.5,2.0,4.0,100.0,Programming,2.0,Machine Learning / Deep Learning,3.62,3.62,85,False,30000.0
717,2019.0,Male,20.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Good,9.0,2.0,2.0,1.0,90.0,Learning frontend,1.0,Networking,3.7,3.45,101,False,30000.0
718,2020.0,Female,21.0,2019.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,22.0,3.5,2.0,2.0,95.0,Programming,1.0,Software,3.5,3.5,89,False,55000.0
719,2022.0,Male,21.0,2020.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,2.0,5.0,2.0,3.0,100.0,Programming,4.0,Competitive programming ,3.48,3.48,11,False,50000.0
720,2019.0,Male,22.0,2018.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,10.0,3.3475298126064734,2.0,3.0,100.0,"Networking, Graphics Design",2.0,Networking,3.01,2.92,112,False,50000.0
721,2018.0,Male,25.0,2016.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Good,11.0,4.0,2.0,3.0,100.0,Web development skill(Backend),2.0,Software,3.86,3.56,129,False,60000.0
722,2019.0,Male,23.0,2017.0,BCSE,Yes,Yes,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,10.0,4.0,4.0,10.0,98.0,"Programming, Web development",2.0,Software,3.38,3.81,117,False,15000.0
723,2020.0,Female,22.0,2019.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Married,No,Family,No,No,Good,8.0,5.0,1.0,2.0,90.0,Programming,1.0,Software,3.07,3.42,75,False,500000.0
724,2019.0,Female,23.0,2017.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Good,11.0,3.5,2.0,4.0,96.0,"Programming, Networking",3.0,Networking,3.59,3.56,119,False,20000.0
725,2019.0,Male,25.0,2017.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,11.0,2.0,1.0,6.0,90.0,"Programming, Web development",4.0,Software,2.59,3.06,130,False,50000.0
726,2019.0,Male,23.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Good,11.0,2.0,2.0,2.0,99.0,"Web development skill(Backend),",0.0,Networking,3.3,3.24,130,False,15000.0
727,2019.0,Female,22.0,2018.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11.0,4.0,4.0,10.0,99.0,"Web development skill(Frontend),",2.0,Networking,3.72,3.78,127,False,25000.0
728,2022.0,Male,19.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Family,No,No,Excellent,8.0,3.0,2.0,2.0,100.0,Programming,1.0,Data Science,3.9,3.9,11,False,40000.0
729,2018.0,Male,23.0,2016.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,Single,Yes,Bachelor,No,No,Poor,13.0,2.0,2.0,5.0,75.0,Programming,1.0,Hardware,2.55,2.65,120,False,20000.0
730,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Average,22.0,4.0,2.0,2.0,85.0,"Programming, Web development",3.0,Data Science,3.0,2.8,36,False,20000.0
731,2021.0,Male,22.0,2021.0,BCSE,Yes,No,Online,Yes,Yes,Basic,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,8.0,4.0,4.0,2.0,80.0,Programming,1.0,Software,2.0,2.59,24,True,25000.0
732,2019.0,Female,22.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,Yes,No,Excellent,11.0,5.5,2.0,2.0,95.0,"Programming, Software Development",4.0,Data Science,3.96,3.9,135,False,200000.0
733,2022.0,Male,20.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Bachelor,No,No,Average,2.0,2.0,4.0,1.0,80.0,"Programming, Game development",1.0,Networking,3.7,3.7,10,False,25000.0
734,2022.0,Male,19.0,2020.0,BCSE,No,No,Online,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Poor,22.0,5.0,2.0,7.0,90.0,"Programming, Web development",3.0,Artificial Intelligence,3.3,3.39,11,False,35000.0
735,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,Yes,No,Good,7.0,3.0,2.0,2.0,95.0,"Programming, Web development",2.0,Data Science,3.2,3.51,80,False,100000.0
736,2021.0,Male,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Good,3.0,5.0,2.0,3.0,90.0,Web development skill(Frontend),4.0,Artificial Intelligence,3.57,3.67,23,False,35000.0
737,2019.0,Female,22.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,8.0,3.0,2.0,1.0,100.0,Programming,1.0,Software,3.37,3.11,140,False,40000.0
738,2021.0,Male,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,3.0,4.5,2.0,1.0,97.0,Programming,2.0,Software,3.17,2.85,20,False,30000.0
739,2022.0,Male,19.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,8.0,1.0,1.0,1.0,90.0,Programming,1.0,Networking,3.5,3.45,11,False,10000.0
740,2022.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Excellent,22.0,4.5,2.0,1.0,90.0,Programming,3.0,Artificial Intelligence,3.78,3.78,28,False,25000.0
741,2019.0,Male,25.0,2017.0,BCSE,Yes,Yes,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,10.0,2.5,2.0,1.0,100.0,"Programming, Software Development",3.0,Machine Learning / Deep Learning,3.9,3.59,128,False,40000.0
742,2021.0,Male,21.0,2020.0,BCSE,No,Yes,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,3.0,4.0,2.0,4.0,50.0,Programming,1.0,Data Science,2.94,2.5,23,False,20000.0
743,2021.0,Female,21.0,2020.0,BCSE,Yes,Yes,Offline,Yes,Yes,Basic,No,No,No,Single,No,Family,No,No,Average,5.0,3.0,2.0,5.0,80.0,Programming,2.0,Software,2.89,2.8,65,False,20000.0
744,2021.0,Female,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,4.0,4.0,4.0,2.0,90.0,Programming,1.0,Software,1.8,2.56,23,True,20000.0
745,2020.0,Female,22.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,8.0,4.0,3.0,3.0,85.0,Programming,4.0,Hardware,2.78,3.75,78,False,30000.0
746,2022.0,Female,20.0,2021.0,BCSE,No,No,Offline,Yes,No,Basic,Yes,No,Yes,Single,No,Family,No,No,Poor,6.0,1.0,5.0,2.0,100.0,Programming,4.0,Data Science,1.45,2.38,50,False,30000.0
747,2019.0,Female,25.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,10.0,5.0,3.0,2.0,100.0,Cyber security,2.0,Data Science,2.45,3.54,140,False,34000.0
748,2019.0,Male,23.0,2019.0,BCSE,Yes,No,Offline,Yes,No,Advance,No,No,No,Single,Yes,Family,No,No,Poor,10.0,6.0,3.0,4.0,80.0,Programming,1.0,Software,1.45,2.45,126,False,35000.0
749,2021.0,Female,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,6.0,3.0,2.0,7.0,100.0,Machine Learning,2.0,Hardware,2.0,3.19,78,False,35000.0
750,2020.0,Male,24.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,11.0,1.0,2.0,8.0,100.0,Programming,2.0,Hardware,2.89,3.99,140,False,36000.0
751,2020.0,Female,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10.0,2.0,1.0,8.0,70.0,Cyber security,1.0,Data Science,2.88,3.75,141,False,36000.0
752,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,7.0,3.0,2.0,7.0,60.0,Programming,2.0,Software,1.87,2.98,101,False,37000.0
753,2020.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,No,Advance,Yes,No,Yes,Single,Yes,Family,No,No,Poor,9.0,1.0,1.0,3.0,54.0,Networking,3.0,Hardware,2.44,3.53,127,False,39000.0
754,2019.0,Female,22.0,2019.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,Yes,No,Average,10.0,4.0,2.0,2.0,90.0,Programming,1.0,Software,2.8,3.65,126,False,40000.0
755,2019.0,Male,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7.0,5.0,3.0,2.0,100.0,Programming,2.0,Artificial Intelligence,2.11,3.47,103,False,40000.0
756,2022.0,Male,22.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Married,No,Bachelor,No,No,Poor,5.0,4.0,1.0,3.0,87.0,Machine Learning,2.0,Data Science,2.37,3.49,67,False,41000.0
757,2021.0,Male,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,No,Family,No,No,Average,9.0,3.0,1.0,3.0,87.0,Networking,2.0,Hardware,2.75,3.8,116,False,44000.0
758,2021.0,Female,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9.0,3.0,2.0,4.0,100.0,Cyber security,3.0,Software,1.98,2.91,117,False,44000.0
759,2020.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Average,11.0,2.0,1.0,3.0,100.0,Networking,2.0,Hardware,2.64,3.7,143,False,44000.0
760,2019.0,Male,22.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Poor,9.0,5.0,2.0,11.0,77.0,Networking,6.0,UI/UX,1.77,2.66,133,False,45000.0
761,2022.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Poor,5.0,5.0,2.0,7.0,95.0,Programming,1.0,Data Science,2.19,2.77,42,False,45000.0
762,2021.0,Male,22.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Advance,Yes,Yes,Yes,In a relationship,Yes,Bachelor,No,No,Poor,6.0,5.0,5.0,7.0,70.0,Web development skill(Frontend),3.0,Hardware,2.19,3.19,63,False,45000.0
763,2020.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,Yes,No,Poor,8.0,3.0,1.0,9.0,86.0,Programming,2.0,Data Science,1.98,2.98,119,False,45000.0
764,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,9.0,4.0,2.0,2.0,78.0,Machine Learning,4.0,Data Science,1.83,2.9,97,False,45000.0
765,2020.0,Female,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9.0,3.0,1.0,9.0,100.0,Web development skill(Backend),2.0,Software,1.87,2.82,139,False,46000.0
766,2020.0,Female,25.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,11.0,1.0,1.0,3.0,68.0,Programming,2.0,UI/UX,2.65,3.71,143,False,49000.0
767,2020.0,Female,23.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,No,Family,No,No,Poor,11.0,6.0,2.0,4.0,90.0,Programming,5.0,Software,2.19,3.45,122,False,50000.0
768,2022.0,Male,24.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,4.0,3.0,2.0,4.0,100.0,Networking,1.0,Software,2.5,3.4,46,False,50000.0
769,2020.0,Male,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,No,No,Average,11.0,2.0,1.0,3.0,100.0,Networking,4.0,Hardware,2.82,3.85,143,False,50000.0
770,2020.0,Female,22.0,2020.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,No,No,In a relationship,No,Bachelor,No,No,Poor,8.0,2.0,1.0,2.0,50.0,Cyber security,2.0,Data Science,1.34,2.68,98,False,50000.0
771,2022.0,Female,19.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,5.0,1.0,1.0,4.0,78.0,Programming,2.0,UI/UX,2.68,3.79,80,False,50000.0
772,2019.0,Female,22.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,10.0,2.0,1.0,1.0,80.0,Networking,1.0,Data Science,1.97,2.98,79,False,52000.0
773,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,9.0,5.0,2.0,3.0,100.0,Web development skill(Backend),4.0,Data Science,2.76,3.86,127,False,52000.0
774,2019.0,Female,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,10.0,4.0,2.0,7.0,45.0,Programming,2.0,Software,1.72,2.79,140,False,54000.0
775,2020.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Average,10.0,2.0,2.0,2.0,100.0,Cyber security,4.0,Data Science,2.62,3.75,136,False,55000.0
776,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Poor,7.0,2.0,1.0,2.0,87.0,Networking,4.0,Hardware,1.51,2.59,99,False,55000.0
777,2022.0,Female,22.0,2021.0,BCSE,No,No,Offline,Yes,No,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,5.0,2.0,3.0,2.0,95.0,Networking,2.0,Hardware,1.45,2.53,65,False,55000.0
778,2022.0,Male,21.0,2021.0,BCSE,No,No,Offline,Yes,No,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,5.0,2.0,1.0,4.0,100.0,Machine Learning,2.0,UI/UX,2.16,3.24,66,False,57000.0
779,2022.0,Male,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Average,6.0,2.0,1.0,2.0,100.0,Web development skill(Frontend),2.0,Software,2.56,3.62,143,False,58000.0
780,2019.0,Male,21.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,11.0,1.0,1.0,7.0,100.0,Programming,3.0,UI/UX,1.97,3.1,144,False,59000.0
781,2020.0,Female,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,No,No,Poor,7.0,2.0,2.0,3.0,90.0,Networking,1.0,Data Science,2.33,3.31,32,False,60000.0
782,2020.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,11.0,2.0,1.0,3.0,100.0,Networking,2.0,Hardware,1.6,2.68,143,False,60000.0
783,2021.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,7.0,4.0,3.0,6.0,80.0,Machine Learning,3.0,Hardware,2.11,3.22,97,False,60000.0
784,2021.0,Female,20.0,2021.0,BCSE,No,No,Online,Yes,Yes,Basic,Yes,Yes,No,Single,Yes,Bachelor,No,No,Poor,7.0,3.0,1.0,7.0,100.0,Programming,2.0,Software,1.19,2.16,103,False,60000.0
785,2020.0,Male,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Average,9.0,4.0,2.0,5.0,100.0,Machine Learning,2.0,Software,2.65,3.78,121,False,61000.0
786,2020.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,10.0,2.0,2.0,2.0,100.0,Artificial Intelligence,1.0,Data Science,2.67,3.7,135,False,61000.0
787,2020.0,Male,24.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,Single,No,Family,No,No,Poor,11.0,3.0,3.0,3.0,46.0,Cyber security,2.0,Data Science,2.44,3.51,144,False,64000.0
788,2020.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,11.0,3.0,3.0,3.0,75.0,Networking,1.0,Hardware,1.65,2.68,143,False,65000.0
789,2020.0,Male,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Bachelor,No,No,Average,10.0,2.0,2.0,3.0,78.0,Cyber security,2.0,Data Science,2.54,3.61,78,False,65000.0
790,2020.0,Male,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Married,Yes,Family,No,No,Average,11.0,2.0,1.0,2.0,100.0,Cyber security,2.0,Data Science,2.5,3.61,143,False,65000.0
791,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Family,No,No,Poor,6.0,4.0,2.0,8.0,100.0,Web development skill(Frontend),2.0,Software,2.07,3.39,84,False,66000.0
792,2020.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,8.0,4.0,2.0,6.0,100.0,Web development skill(Backend),1.0,UI/UX,1.77,2.64,119,False,66000.0
793,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,7.0,3.0,1.0,5.0,90.0,Networking,2.0,Hardware,2.11,3.21,102,False,66000.0
794,2022.0,Female,21.0,2021.0,BCSE,No,No,Offline,Yes,No,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,2.0,1.0,2.0,46.0,Artificial Intelligence,4.0,Data Science,2.33,3.41,63,False,66000.0
795,2022.0,Female,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,5.0,3.0,1.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.77,3.84,58,False,66000.0
